iso3,mode_id,specification,definition,restriction_warning,wing
JOR,A18,"Every person who has a father of Arab descent and holds the nationality of an Arab League member state (i.e., the law's definition of an Arab person) and has resided continuously in Jordan for no less than 15 years can obtain Jordanian nationality by a decision of the Council of Ministers, upon the recommendation of the Minister of Interior, if he/she renounces his/her original nationality by a written declaration and in accordance with that country's laws and provided that he/she (1) is of good conduct and has never been convicted for offences that violate honor and morals, (2) has a lawful means of livelihood, (3) is of sound mind and does not suffer from an impairment/handicap that would make him/her dependent/a burden on society, and (4) takes an oath of allegiance to His Majesty.;
The Council of Ministers, with the approval of His Majesty, can dispense with the four-year residence requirement of JOR 12's naturalization provisions if the applicant is Arab (i.e., has a father of Arab descent and holds the nationality of an Arab League member state); for the other conditions, see A06 (except the residence requirement).",NA,residence,other
KAZ,A18,"Person is a citizen of a former Soviet republic who takes up permanent residence in Kazakhstan and his/her child, spouse, parent, sister, brother, grandfather or grandmother is a citizen of Kazakhstan.",NA,residence,other
KNA,A18,"Person is a Commonwealth citizen, of full capacity and age, and has been ordinarily resident in St Kitts, or in government service, or had partly such residence and partly such service for 14 years immediately prior to the application. Other conditions: no danger to public defence, safety or order, no sentence to death or a prison sentence of at least 12 months, good character, not declared bankrupt, sufficient means for self-support, and oath of loyalty.",NA,residence,other
KWT,A18,Person belongs to another Arab country. Other conditions: see A06 (but residence reduced to 15 years). Renunciation of original citizenship required.,NA,residence,other
LCA,A18,"Person is a Commonwealth citizen and has been ordinarily resident in St Lucia for 7 years immediately prior to the application.  Other conditions: good character,  adequate knowledge of English, no sentence for a criminal offence that carries a prison sentence of at least 6 months or for a drugs-related offence, no danger to public defence, safety or order, residence in the country.",NA,residence,other
LVA,A18,"Person is a national of a Member State of the EU, the EFTA or NATO, Australia, Brazil or New Zealand, or a country with which Latvia has concluded a dual citizenship agreement. Decision regarding naturalisation is made by the Cabinet of Ministers and cannot be appealed. Other conditions: see A06 (except renunciation requirement).",NA,residence,other
MEX,A18,Person has been resident in Mexico for 2 years and is a citizen of a country in Latin American or the Iberian peninsula. Other conditions: see A06.,NA,residence,other
MHL,A18,Citizen of the former Trust Territory of the Pacific Islands (administered by the United States) becomes a citizen of RMI if his or her parents had land rights in Marshall Islands.,NA,NA,other
NIC,A18,Person is a citizen by birth of a Central American country or a Spanish citizen by birth and has been permanently resident in Nicaragua for 2 years. No requirement to renounce the other citizenship.,NA,residence,other
NOR,A18,"Person is a citizen of Denmark, Finland, Iceland or Sweden and has been resident in Norway for 2 years. Other conditions: see mode A06.;
Person is over 18 and has been resident in Norway for 7 years, has a clean criminal record. Also by declaration if the person is a former citizen who acquired citizenship of Denmark, Finland, Iceland or Sweden and seeks to recover citizenship. Automatic extension to minor children.",NA,residence,other
NZL,A18,Person is a citizen of Western Samoa who was in NZ on 14 September 1982 and who was entitled to be in NZ indefinitely.,NA,NA,other
PAN,A18,Person is a citizen by birth of Spain or a Latin American country and fulfils the same conditions as required in those countries for the naturalisation of Panamanian citizens (reciprocity).,NA,residence,other
PLW,A18,A citizen of the Trust Territory of Pacific Islands immediately prior to effective date of Constitution (1 January 1981) with at least one parent of recognised Palauan ancestry automatically became a citizen of Palau upon independence.,NA,NA,other
ROU,A18,"Person is a citizen of an EU Member State who is born in and resident in Romania, or has been resident there for 4 years. Other conditions: see A06.",NA,residence,other
RUS,A18,"Person possesses the citizenship of one of the states that were part of the former USSR, and has served for at least 3 years in the military forces of Russia as a contractor. Other conditions: see A06 (except residence requirement).;
Person is a former USSR citizen, was born in the Russian Soviet Federative Socialist Republic and is a citizen of Afghanistan, Iraq, Yemen or Syria. Other conditions: see A06 (except residency requirement, means of subsistence and proficiency in Russian language).",NA,NA,other
SLV,A18,"Person is a citizen of a country formerly part of the Federal Republic of Central America and has been resident in El Salvador for 1 year.;
Person is a citizen by birth of Spain or an Hispanoamerican country and has been resident in El Salvador for 1 year. Other conditions: see A06.",NA,residence,other
SWE,A18,"Person is a citizen of Denmark, Finland, Iceland or Norway and has resided in Sweden for 2 years. Other conditions: see mode A06. (SWE 11(4)(a).;
A citizen of Denmark, Finland, Iceland or Norway acquires citizenship if he or she has reached the age of eighteen,  has been domiciled in the country for the previous five years, and has not been sentenced to imprisonment during that period. (SWE 18).; 
A person who has lost his or her Swedish citizenship and has thereafter without interruption been a citizen of Denmark, Finland, Norway or Iceland may recover his or her Swedish citizenship on notification if he or she has become domiciled in Sweden. (SWE 19).;                                                                                                                                                                                                                                                                                                                                                                                                                     Requirements in the Citizenship Act for a permanent residence permit do not apply to citizens of Denmark, Finland, Iceland or Norway. For Union Citizens, EEA Citizens, and their family members
permanent right of residence is equivalent to a permanent residence permit. (SWE 20).",NA,residence,other
SYR,A18,"Person is a citizen of another Arab state may have facilitated naturalisation if the minister requests. Other conditions: legal capacity, resident in Syria, good health, good character, not convicted for a dishonoring crime.",NA,residence,other
TTO,A18,"Person is a Commonwealth citizen, a citizen of Ireland, or a British protected person and has either been resident in Trinidad and Tobago, in the service of the government, or had partly such residence and partly such service for 5 years. Minister is explicitly allowed to waive residence requirements (but required minimum of 12 months). Other conditions: good character, full capacity, adequate knowledge of English and of the duties of a citizen, and oath of allegiance.",NA,residence,other
TUR,A18,Person is a citizen by birth of the Turkish Republic of Northern Cyprus.,NA,NA,other
VCT,A18,"Person is a Commonwealth citizen and has been ordinarily resident in St Vincent for 7 years immediately prior to the application. Registration can be denied in the interests of defence, public safety or public order, if the person was sentenced for a criminal offence to death or to a prison sentence of at least 12 months during the 7-year period preceding the application, is not of good character, is a danger to public security, has been declared bankrupt, or has insufficient means for self-support.",NA,residence,other
VEN,A18,"Person is a citizen of Spain, Portugal, Italy, or a Latin American- or Caribbean country, and has been resident in Venezuela for a continuous period of at least 5 years immediately prior to the application. Other conditions: see A06.",NA,residence,other
ARM,A22,Person is a recognised refugee. Other conditions: see A06 (except residence requirement and language requirement).,refugee,NA,other
AUT,A22,Person is a recognised refugee and has been resident in Austria for 10 years immediately before the application. Renunciation of former citizenships not required. Other conditions: see mode A06.,refugee,NA,other
AZE,A22,Person is a refugee who was settled in the territory of the Azerbaijan Republic from 1 Jan 1988 until 1 Jan 1992.,refugee,NA,other
BGR,A22,Person has a recognised refugee status with at least 3 years of residence prior to the application or person has humanitarian status with at least 5 years of residence prior to the application. No renunciation requirement. Other conditions: see A06.,refugee,NA,other
BIH,A22,"Person is a registered refugee and has continuously resided for 5 years BiH (minors are exempted from this temporal requirement). Other conditions: no expulsion from BiH by the competent authority, no sentence to imprisonment for more than 3 years, no ongoing criminal procedure against the person (unless unreasonable to request a proof thereof), and no threat to security of BiH. If older than 14, the child's consent is needed.",refugee,NA,other
CHL,A22,"Person is under 18 years of age, one of whose parents has naturalised and is a recognised refugee.",refugee,NA,other
CZE,A22,Person was granted asylum and holds a permanent residence permit.  Other conditions: see A06 (residence requirement can be waived).,refugee,NA,other
DEU,A22,Person is a recognised refugee who has been resident in Germany for 8 years. Exemption from renunciation requirement. Other conditions: see A06,refugee,NA,other
DNK,A22,Person is a recognised refugee (or has a similar status) and has been resident in Denmark for 8 years. Other conditions: see mode A06.,refugee,NA,other
ESP,A22,Person is a recognised refugee who has been resident in Spain for 5 years immediately prior to the application. Other conditions: see mode A06 (except renunciation requirement).,refugee,NA,other
FIN,A22,"Person is a recognised refugee, has a residence permit based on the need of secondary protection or humanitarian protection, and has been permanently resident in Finland for the last 4 years without interruption, or for a total of 6 years since the age of 15, with the last 2 years uninterrupted. (FIN 20) Other conditions: see A06. Exceptions to the language requirement for naturalisation are possible if the person is 65 or older and has a refugee status, or a status as a recipient of secondary protection, or a residence permit based on the need of humanitarian protection. (FIN 18b(1)(2))",refugee,NA,other
FRA,A22,Person is a refugee and resident in France. No further residence requirements. Other conditions: see A06. Political refugees can be exempted from language requirement if they have resided lawfully and habitually in the country for 15 years and are over 70.,refugee,NA,other
GEO,A22,"Person has been lawfully resident for 5 years. Other conditions: knowledge of the language as well as the history and the basic principles of the law, renunciation of other citizenship, and positive security check.",refugee,NA,other
GRC,A22,Person is a recognised refugee and has been resident in Greece for 3 years.,refugee,NA,other
GRD,A22,Person is a political refugee. Other conditions: good character.,refugee,NA,other
HUN,A22,Person is a recognised refugee who has been resident in Hungary for 3 years. Other conditions: see A06.,refugee,NA,other
IRL,A22,Person is a recognised refugee. Discretionary exemption from residence and other requirements.,refugee,NA,other
ISL,A22,Person is a recognised refugee (or holds a similar status) and has been resident in Iceland for 5 years. Other conditions: see A06.,refugee,NA,other
ITA,A22,Person is a recognised refugee and has been resident in Italy for 5 years. Other conditions: see A06.,refugee,NA,other
KGZ,A22,Person is a recognised refugee and has been resident for 3 years. Other conditions: see A06.,refugee,NA,other
LTU,A22,Person is a recognised refugee and resident in Lithuania. Other conditions: see A06 (except renunciation or automatic loss of citizenship of another country).,refugee,NA,other
LUX,A22,Person is a recognised refugee or has 'statut de protection subsidiaire'. Person has been resident in Luxembourg for 5 years before the application(last year before application without interruption). Other conditions: pass a language evaluation test and have attended course 'Living together in the Grand Duchy of Luxembourg' or have passed the test of this course.,refugee,NA,other
MDA,A22,Person is a beneficiary of humanitarian protection or political asylum and has been resident in Moldova for 8 years. Loss or renunciation of citizenship of another country is required except in cases where this is not possible or cannot be reasonably requested. Other conditions: see mode A06.,refugee,NA,other
MEX,A22,Person is a refugee. Other conditions: see A06 (except the requirements on knowledge of Mexican history and integration in the national culture).,refugee,NA,other
MKD,A22,Person is a recognised refugee and has been permanently resident in Macedonia for at least 6 years since the recognition of refugee status. Other conditions: see A06.,refugee,NA,other
MNE,A22,"Person is a recognised refugee in Montenegro. Other conditions: see A06 (except housing and sufficient source of income, and language competence).",refugee,NA,other
NLD,A22,Person is a recognised refugee and has been resident in Netherlands for 5 years. No requirement to renounce previous citizenship. Other conditions: see mode A06.,refugee,NA,other
POL,A22,Person has continuously resided in Poland for 2 years as a recognised refugee. Other conditions: language certification and no threat to the external security or defense of the state or to the public security and order.,refugee,NA,other
ROU,A22,"Person is a refugee who is born in and resident in Romania, or has been resident there for 4 years. Other conditions: A06.",refugee,NA,other
RUS,A22,Person is a recognised refugee or is enjoying political asylum in Russia. Other conditions: see A06 (except residency requirement is reduced to 1 year).,refugee,NA,other
SLV,A22,Person who is a refugee and who has obtained definitive residence in the country can apply for citizenship three years after the application to obtain the status of refugee.  Applicant can be exempted from any requirement he cannot fulfil.,refugee,NA,other
SRB,A22,Person is a recognised refugee from another republic of the former SFRY who had the citizenship of that republic or has the citizenship of another state formed in the territory of the former SFRY. Other conditions: person must have legal capacity and submit a written statement of loyalty.,refugee,NA,other
SVK,A22,Person is an asylum seeker who has been resident in Slovakia for 4 years. Other conditions: see A06.,refugee,NA,other
SVN,A22,Person has refugee status granted under the Asylum Act and has been resident in Slovenia for 5 uninterrupted years prior to the application. Other conditions: see A06 (unless renunciation requirement).,refugee,NA,other
SWE,A22,Person is a recognised refugee and has been resident in Sweden for 4 years with a permanent residence permit. Other conditions: See mode A06.,refugee,NA,other
TKM,A22,Person is recognised as a refugee in accordance with the law or international treaty to which Turkmenistan is a party. Other conditions: see A06 (but residence requirement may be shortened).,refugee,NA,other
UKR,A22,"Person is a recognised refugee in Ukraine, has lived there for 3 years from the moment of receiving refugee status. Other conditions: see A06 (except residency requirement, means of subsistence and the requirement to have been permitted to immigrate to Ukraine). Instead of renouncing their foreign citizenship by contacting their governments, refugees are required to declare to the Ukrainian authorities that they renounce their other citizenship.",refugee,NA,other
VCT,A22,Person is a political refugee.,refugee,NA,other
VEN,A22,"The naturalisation of any refugee residing in Venezuela will be facilitated.
",refugee,NA,other
XKX,A22,Person is a refugee and has been resident in Kosovo for 5 years from the day of the recognition of the refugee status. Other conditions: see A06 (except requirements regarding sufficient means of living without resorting to social assistance schemes and the fulfilment of all the financial obligations owed to the state).,refugee,NA,other
AFG,A23,Person does not have citizenship of any country. Other conditions: see A06.; Person does not have citizenship of any country and marries a citizen.,stateless,NA,other
ALB,A23,Person is a minor or adult and has been resident in Albania for 5 continuous years. Other conditions: no danger to security and defence of Albania.,stateless,NA,other
AUT,A23,"Person born abroad, mother or father are according to the law of that country (but not according to Austrian law) Austrian citizens and the person would be stateless",stateless,general,other
AZE,A23,Person is stateless. Other conditions: see A06.,stateless,NA,other
BEL,A23,Person is a recognised stateless person and has legally resided in Belgium for 2 years.,stateless,NA,other
BGR,A23,Person has had at least 3 years of residence with a permanent residence permit prior to the application. No renunciation requirement. Other conditions: see A06.,stateless,NA,other
BIH,A23,"Person is a registered stateless person and has continuously resided for 5 years BiH (minors are exempted from this temporal requirement). Other conditions: no expulsion from BiH by the competent authority, no sentence to imprisonment for more than 3 years, no ongoing criminal procedure against the person (unless unreasonable to request a proof thereof), and no threat to security of BiH. If older than 14, the child's consent is needed.",stateless,NA,other
BRB,A23,"Person is and has always been stateless and was born before 29 November 1966 to a mother who was a citizen jus soli, or was born after that date to a mother who was a citizen, or was born in Barbados (regardless of parental citizenship). Registration can be denied in the interests of national security or public policy, if the person has been sentenced to death or to a prison sentence of at least 12 months, is not of good character, is a danger to public safety, has been declared bankrupt, or has insufficient means to support him/herself.",stateless,general,other
CAN,A23,"Person is born to a citizen by descent, is under the age of 23 years, has resided in Canada for at least 3 out of 4 years immediately predating the application, has always been stateless, and has not been convicted for certain offences.",stateless,general,other
CHE,A23,Person is a stateless minor who has been resident in Switzerland for 5 years. Other conditions: person is successfully integrated (see mode A06) and does not pose a risk to Switzerland's internal or external security.,stateless,general,other
CHN,A23,Person is stateless. Other conditions: see A06.,stateless,NA,other
CZE,A23,Person is stateless and holds a permanent residence permit. Other conditions: see A06 (residence requirement can be waived).,stateless,NA,other
DEU,A23,Person is stateless and has been legally and habitually resident in Germany for 6 years. Other conditions: see A06 (except renunciation requirement).,stateless,NA,other
DNK,A23,Person is a stateless person and has been resident in Denmark for 8 years. Other conditions: see mode A06.,stateless,NA,other
FIN,A23,"Person is involuntarily stateless and has been permanently resident in Finland for the last 4 years without interruption, or for a total of 6 years since the age of 15, with the last 2 years uninterrupted. Other conditions: see A06.",stateless,NA,other
FRA,A23,Person is a stateless person over the age of 70 and has been resident in France for 15 years. No further language requirements. Other conditions: see A06.,stateless,NA,other
GBR,A23,"Person is born abroad to a citizen, a citizen with restricted citizen rights, or a former UK subject, has been stateless since birth and resident in the UK for 3 years (maximum absence from the UK for 270 days).",stateless,NA,other
GEO,A23,"Person was born in Georgia before 21 December 1991 and resided in the Autonomous Republic of Abkhazia or in the territory of Tskhinvali Region (former Autonomous Region of South Ossetia) before that date, or is a child of such a person. Person may not have acquired a foreign citizenship and must pass a security check.",stateless,general,other
GRC,A23,Person is a stateless person and has been resident in Greece for 3 years.,stateless,NA,other
GRD,A23,Person is stateless. Other conditions: good character.;  Person is married to a citizen of Grenada.,stateless,NA,other
GTM,A23,Person has been resident in Guatemala for 2 years uninterrupted and is stateless or of undetermined citizenship. Other conditions: see A06.,stateless,NA,other
GUY,A23,"Person born after commencement of Citizenship Act and mother must be a citizen of Guyana.; Person is and has always been stateless. Other conditions: the person was born before 25 May 1966 to a mother who was a citizen of the United Kingdom and Colonies at the time of his/her birth by reason of her having been born in the former Colony of British Guyana, or was born after 25 May 1966 to a mother who was a citizen at the time of his/her birth, or was born in Guyana. Registration may be refused in the interests of national security or public policy.",stateless,general,other
HUN,A23,"Person is stateless and has been resident in Hungary for 5 years, of which 3 years continuous. Other conditions: see A06.",stateless,NA,other
IRL,A23,Person is recognised as stateless. Discretionary exemption from residence and other requirements.,stateless,NA,other
ISL,A23,Person is considered stateless in accordance with the Foreigners Act and has resided in Iceland for 5 years. Other conditions: see A06.,stateless,NA,other
ITA,A23,Person is stateless and has been resident in Italy for 5 years. Other conditions: see A06.,stateless,NA,other
KEN,A23,"Person does not have an enforceable claim to the citizenship of any recognised state and has been living in Kenya since 1963 or who migrated to Kenya before 1963 and has been living in Kenya since then, and their descendants. Other conditions: knowledge of KiSwahili or a local dialect, not convicted to an offence and sentenced to 3 years imprisonment, understands rights and duties of a citizen. Application must be made within 7 years of commencement of  the Act (period was extended in 2016 by 3 years and in 2017 by 2 years).",stateless,general,other
LCA,A23,Person is a minor who is stateless.,stateless,general,other
LIE,A23,Person is a stateless minor who has been resident in Liechtenstein for 5 years.,stateless,NA,other
LSO,A23,Person is stateless and has been lawfully resident in Lesotho for at least 3 years. Other conditions: no criminal conviction to sentence of more than 5 years in prison.,stateless,NA,other
LTU,A23,"A child of stateless persons or a child whose one parent  are legally permanently resident in the Republic of Lithuania shall be a citizen of the Republic of Lithuania, irrespective of whether he was born in or outside the territory of the Republic of Lithuania, provided he has not acquired citizenship of another state at birth.",stateless,NA,other
MDA,A23,Person is a recognised stateless person and has been resident in Moldova for 8 years. Other conditions: see mode A06,stateless,NA,other
MKD,A23,Person is a stateless person and has been permanently resident in Macedonia for at least 6 years since the determination that he/she has no citizenship. Other conditions: see A06.,stateless,NA,other
MNE,A23,"Person is stateless and has been resident in Montenegro for 10 years. Other conditions: see A06 (except loss/renunciation of citizenship of another citizenship, housing and sufficient source of income, and language competence).",stateless,NA,other
NLD,A23,Person is stateless and has been resident in the Netherlands for 3 years immediately before the application.,stateless,NA,other
NOR,A23,"Person is a recognised stateless person. Ordinary naturalisation applies (see A06), but with no minimum age or residence requirement. However, if the person is over 18, he or she must have been resident in Norway for 3 years, with a residence permits of at least 1 year. This provision does not apply to persons who by their own action or omission has chosen to be stateless, or who in a simple way can acquire the citizenship of another state.",stateless,NA,other
NZL,A23,Person would otherwise be stateless. In making the decision the Minister may have regard to requirements set out in NEZ 8(2) and must have regard to whether the person has any disqualifying convictions pursuant to NEZ 9A.,stateless,NA,other
POL,A23,"Person is stateless, has been resident in Poland for 2 years and has a permanent residence permit. Other conditions: language certification and no threat to the external security or defense of the state or to the public security and order.",stateless,NA,other
PRY,A23,"Person is born abroad to a citizen abroad and the child cannot obtain the nationality of the country of birth and is otherwise stateless. Request must be submitted to the Paraguayan consulate or Embassy. The Embassy will send the request to the National Commission for Refugees and Stateless (CONARE), which will decide if the person is stateless and thus refer the case to a judge to declare that the person possesses natural nationality and to register the person in the civil registry.",stateless,general,other
RUS,A23,"Person is stateless, previously possessed citizenship of the Soviet Union, and has resided and continues to reside in one of the former republics of the Soviet Union. Other conditions: see A06 (except residency requirement).",stateless,general,other
SLV,A23,Person who is stateless and who has obtained definitive residence in the country can apply for citizenship three years after the application to obtain the status of stateless. Applicant can be exempted from any requirement he cannot fulfil.,stateless,NA,other
SVK,A23,Person is a stateless person who has been resident in Slovakia for 3 years. Other conditions: see A06.,stateless,NA,other
SVN,A23,Person is without citizenship and has been resident in Slovenia for 5 uninterrupted years prior to the application. Other conditions: see A06 (except renunciation requirement).,stateless,NA,other
SWE,A23,Person is stateless and has been resident in Sweden for 4 years with a permanent residence permit. Other conditions: See mode A06.,stateless,NA,other
TGO,A23,Person is born in Togo of parents whose place of birth is unknown. (Note: unclear whether any of the conditions listed under A06 apply.),stateless,NA,other
TJK,A23,Person is a stateless person and has had permanent and continuous residence for 2.5 years. Other conditions: see A06.,stateless,NA,other
TUR,A23,Person is stateless and has been resident in Turkey for 5 years with intent to settle. Other conditions: see A06.,stateless,NA,other
UKR,A23,"Person has entered Ukraine as a stateless person, has lived there for 3 years, and declares not to have a foreign citizenship. Other conditions: see A06 (except residence requirement and renunciation of citizenship of another country).",stateless,NA,other
VCT,A23,Person is stateless.,stateless,NA,other
VEN,A23,"Persons who do not have citizenship of any country, or cannot return to the country where s/he previously had habitual residence, are considered refugees under Venezuelan law and as such covered by mode A22.",stateless,NA,other
VNM,A23,"Person is stateless, lacks personal identification papers, has been stably residing in Vietnam for 20 years, and respects the Constitution and laws of Vietnam.",stateless,NA,other
XKX,A23,Person is stateless and has been resident in Kosovo for 5 years from the day of the recognition of the refugee status. Other conditions: see A06 (except requirements regarding sufficient means of living without resorting to social assistance schemes and the fulfilment of all the financial obligations owed to the state).,stateless,NA,other
AGO,A24,"Person has rendered services to the country or has exceptional professional, scientific or artistic qualifications. Other conditions: National Assembly grants after debate on request of at least 15 deputies.; Person has rendered relevant services to the state. Other conditions: president grants on basis conditions provided under mode A06, except that residence period, financial requirements, and knowledge of Portuguese may be waived.",achievements,NA,other
ALB,A24,"Person is someone whose acquisition of citizenship would be in special (scientific, economic, cultural or national) interest of Albania. Other conditions: no danger to security and defence of Albania.",achievements,NA,other
ARE,A24,Person has special skills. No residence requirement. Other requirements: see A06.,achievements,NA,other
ARG,A24,"Person is an entrepreneur or builder in the field of railway construction, part of an established colony and own real estate in the country, populates an Argentinean national territory, or is a teacher in any field of education or industry. Other conditions: see A06 (except residence requirement).;
Person has established a new industry or introduced a useful invention. Other conditions: see A06 (except residence requirement).",achievements,NA,other
ARM,A24,Person has provided exceptional services to the country. No other conditions.,achievements,NA,other
ATG,A24,"Person is at least 18 years old and whose acquisition of citizenship would be in the special economic interest of Antigua and Barbuda. Other conditions: oath of loyalty, provision of police and medical certificates, payment of fee.",achievements,NA,other
AUS,A24,"Person is employed by the Commonwealth government in a position that requires a security clearance as high or higher than the nominated level, or participates in an Australian team in certain competitions, or is engaged in 'particular kinds of work requiring regular travel outside Australia'. Other conditions: see A06 (but at variance with the standard naturalisation requirements, provision is made for 'special' i.e. less onerous, residence requirements for those seeking to engage in an activity of benefit to Australia, where the person needs to be an Australian citizen to engage in that activity and there is insufficient time for that person to comply with the general residence requirements).",achievements,NA,other
AUT,A24,"Person has been resident in Austria for 6 years and acquisition of citizenship due to past and expected future special achievements in science, economics, arts or sports is in the interest of Austria. Other conditions: see mode A06.;
Person with past and expected future  special achievements in the special interest of Austria (constitutional provision). No residence or secure income requirement, no German knowledge, no naturalisation test and no renunciation of previous citizenships. Other conditions: see mode A06.",achievements,NA,other
AZE,A24,"Person has high achievements in the sphere of science, technics, culture or sport, or the person represents a special interest for the country. No conditions, but application can be rejected for the reasons listed under mode A06.",achievements,NA,other
BDI,A24,Person has been resident 5 years and has rendered exceptional services to Burundi. Other conditions: see A06.,achievements,NA,other
BEL,A24,"Persons legally resides in Belgium and has demonstrated exceptional achievements (scientific, sports, culture) that are in the special interest of the country. Other conditions: resident in Belgium.",achievements,NA,other
BEN,A24,Person has rendered important services or his/her naturalisation is in the interests of Benin. Other conditions: see A06 (except residence requirement).,achievements,NA,other
BFA,A24,Person has rendered exceptional services to Burkina Faso or his/her naturalisation presents an exceptional national interest.,achievements,NA,other
BGR,A24,"Person has special achievements in the social and economic sphere, in science, technology, culture or sports. Exemption from A06 material conditions.",achievements,NA,other
BHR,A24,Person is an Arab person who has rendered Bahrain great services. Acquisition is by Order of His Majesty the Governor upon the person's request.,achievements,NA,other
BIH,A24,"Person is someone whose acquisition of citizenship would be in the special interest of BiH. Other conditions: proficient in one of the official languages of BiH, was not expelled from BiH by the competent authority, was not sentenced to imprisonment for more than three years.",achievements,NA,other
BLR,A24,Person contributed outstanding merits to the country or possesses a profession or qualification of public interest. Other conditions: see A06 (residence requirement may be reduced or waved).,achievements,NA,other
BOL,A24,Person obtains citizenship for his/her service to the country. Other conditions: see A06 (residence requirement is reduced to 2 years).,achievements,NA,other
BRA,A24,"Person has special professional, scientific or artistic merits or has rendered relevant services to Brazil, has been resident in Brazil for a continuous period of at least 1 year immediately prior to the application and continues to do so.  Other conditions: see A06.",achievements,NA,other
CAN,A24,Person has rendered exceptional services to Canada.,achievements,NA,other
CHL,A24,Person has rendered outstanding services to the country and is accordingly awarded citizenship 'by grace'.,achievements,NA,other
CHN,A24,"Person must be settled in China (residence requirement not specified) or other legitimate reasons for naturalisation must be present. Other conditions: willing to abide by China's Constitution and laws, and renunciation of citizenship of another country.",achievements,NA,other
CIV,A24,"Person renders 'important services' of an artistic, scientific or literary nature, or introduces a useful industry or invention. Other conditions: see A06 (period of habitual residence is reduced to 2 years). Residence requirement is waived altogether for person who has rendered 'exceptional services' or whose naturalisation represents an 'exceptional interest' for the country. Other conditions: see A06 (residence period may be waived).",achievements,NA,other
CMR,A24,Person has rendered exceptional services to Cameroon or naturalisation represents an exceptional interest for Cameroon. Other conditions: see A06 (except residence period).,achievements,NA,other
COD,A24,Person has delivered distinguished services to DRC or DRC has as significant interest in naturalisation.,achievements,NA,other
COG,A24,"Person has rendered exceptional services to the country or his/her naturalisation is of particular interest to the country and beneficial for its economic, social, cultural and scientific development.",achievements,NA,other
COM,A24,Person has rendered exceptional services to Comoros or naturalisation represents an exceptional interest. Other conditions: see A06 (except that residence period may be waived).,achievements,NA,other
CPV,A24,Person has rendered relevant services to the state. Other conditions: see A06 (except that residence period may be waived).,achievements,NA,other
CRI,A24,Person is granted honorary citizenship.,achievements,NA,other
CYP,A24,Person has performed special services to Cyprus for reasons of public interest. No required period of residence. Other conditions: declaration of faith.,achievements,NA,other
CZE,A24,"Person whose naturalisation would be a great benefit to the Czech Republic in the fields of science, education, culture, sports, or if it serves to implement the international commitments of the Czech Republic, humanitarian purposes, or another state interest. Other conditions: permanent residence and clean criminal record.",achievements,NA,other
DEU,A24,"Person has been resident in Germany for 3 years and his or her acquisition of citizenship is in the special interest of the country, e.g. in the field of science, research, trade and industry, arts, culture, media, sports or public service. Other conditions: see A06",achievements,NA,other
DJI,A24,Person has rendered or could render important services to Djibouti. Other conditions: see A06 (except that residence period is reduced to 5 years).,achievements,NA,other
DOM,A24,"Person is, with exemption from all ordinary naturalisation requirements, granted citizenship by the President for having rendered eminent services to the country or to humanity in general. Maximum of 5 persons per year to which this form of citizenship can be granted.",achievements,NA,other
DZA,A24,"Person has rendered exceptional services to Algeria, has contracted infirmity or illness in the service or in the interest of Algeria, or his/her naturalization is of exceptional interest to Algeria.",achievements,NA,other
ECU,A24,Person has performed special services to Ecuador and has regularly resided in Ecuador for at least one year.,achievements,NA,other
EGY,A24,Person is a foreigner who has rendered honourable services to Egypt or to the Egyptian religious sects.; person is a foreigner who has resided in Egypt for five consecutive years in accordance with Art. 20bis of Law No. 89 of 1960 regarding the entry and residence of foreigners in the Republic of Egypt  ('deposit residency' category).,achievements,NA,other
EST,A24,"Person has special merits in the area of science, culture, sports or in other areas. Conditions under A06 may be waived. Applies to a maximum of 10 persons per year.",achievements,NA,other
ETH,A24,Person has made an outstanding contribution in the interest of Ethiopia. Other conditions: see A06 (except that the person need not be domiciled in Ethiopia nor speak a national language).,achievements,NA,other
FRA,A24,"Person is someone with exceptional services for France or a case of special public interest, has rendered or could render importance services for France because of her/his capabilities and talents, or is of French background and contributes to the reputation of France and its international economic relations with her/his high skills. Residence requirement varies (maximum 2 years). Other conditions: see A06.",achievements,NA,other
GAB,A24,Person has rendered or is capable of rendering exceptional services to Gabon.,achievements,NA,other
GEO,A24,"Person is successful in sport, science or art and is willing to carry out his/her activities in Georgia or represent Georgia.",achievements,NA,other
GIN,A24,Person has rendered important services to Guinea. Other conditions: see A06 (residence requirement reduced to three years).; Person has rendered exceptional services to Guinea or naturalisation represents an exceptional interest for the country. Other conditions: see A06 (except no residence period).,achievements,NA,other
GNB,A24,"Person has rendered relevant services to the Guinean people either during or after the liberation struggle, or for national development. Article 9 distinguishes two types of relevant services: relevant services to the Guinean people, which are grounds for waiving the residence requirement, and relevant services to the Guinean State in the national development process, which are grounds for waiving the residence requirement and the knowledge of the Guinean culture requirement. Other conditions: see A06.",achievements,NA,other
GNQ,A24,Person is granted naturalisation at the discretion of the head of state because s/he has rendered services in the interests of the country or its population. Other conditions: renounce citizenship of another country.,achievements,NA,other
GRC,A24,"Person has provided extraordinary services to Greece or his/her naturalisation would serve the country's extraordinary interests, or the person is an athlete of Olympic sports and was resident in Greece for 5 years during the last 12 years and has the right to participate in the Greek national team.",achievements,NA,other
