iso3,mode_id,specification,definition,restriction_warning,wing
IDN,A16,"Person lost citizenship under modes of loss L02, L13a or L15. No other conditions.",NA,Mode,other
IND,A16,Person is of full age and capacity and was a citizen of independent India (or his/her parent was a citizen of independent India) and has been residing in India for one year. Other conditions: person is not an illegal migrant.,NA,NA,other
IRL,A16,Person was born in Ireland or Northern Ireland has previously renounced Irish citizenship.,NA,Mode,other
IRN,A16,Person has acquired a foreign citizenship and wishes to reacquire Iranian citizenship,NA,Mode,other
IRQ,A16,"Person is a former Iraqi citizen who was denaturalised on political, religious, racist or sectarian grounds.",NA,Mode,other
ISL,A16,"Person is a former citizen who acquired citizenship at birth, was resident in Iceland until the age of 18, and has been resident in Iceland for 2 years. Residence in Iceland is sufficient if person is a citizen of a Nordic country.",NA,NA,other
ISR,A16,"The Minister of the Interior may grant citizenship to children of Israeli parents born outside of Israel and who lost their nationality under ISR 10 of the Nationality Law 1953 while a minor, provided they make an application to the Minister between their 18th and 22nd birthday.",NA,Mode,other
ITA,A16,"Person is a former citizen and has done military service in Italy, or takes up residence in Italy or establishes it within 1 year of the declaration, or lost citizenship because of civil or military service in another country, leaves that position and has been resident in Italy for 2 years.; 
Person has been resident in Italy for 1 year (person can refuse by declaration).",NA,NA,other
JAM,A16,"Person is a former citizen by birth, descent or adoption who previously renounced citizenship.",NA,Mode,other
JOR,A16,"The Council of Ministers, upon the recommendation of the Minister of the Interior, may return the Jordanian nationality to a Jordanian who renounced his Jordanian nationality to acquire another nationality in accordance with the provisions of this law based on a request submitted to the Minister of Interior.;A Jordanian woman who marries a non-Jordanian and then renounces her Jordanian nationality may submit a request for the return of that nationality if the marriage ends for any reason.",NA,Mode,other
JPN,A16,"Person is a former citizen other than by naturalisation and is domiciled in Japan. Other conditions: see A06 (except requirements relating to residence, age, full capacity, and means of living).;
Person who is under the age of 20 and lost citizenship as a result of choosing for another citizenship that was acquired by birth in a foreign country (mode L06) will reacquire Japanese citizenship by making a notification to the Minister of Justice, provided that he/she is domiciled in Japan. A person who lost citizenship after receiving a notice for not choosing either foreign citizenship or Japanese citizenship (mode L06) will reacquire Japanese citizenship by making notification to the Minister of Justice within 1 year after becoming aware of the fact that he/she has lost Japanese citizenship and provided that the foreign citizenship is renounced.",NA,Mode,other
KAZ,A16,Person is a rehabilitated victim of mass political repressions who has been deprived of or involuntary lost citizenship (as well as his/her descendants) and who moved to the country with the aim of permanent residence.; Person is a former citizen and applies for restoration of citizenship.,NA,NA,other
KEN,A16,Person was a Kenyan citizen by birth and lost citizenship because s/he acquired citizenship of another country.,NA,Mode,other
KGZ,A16,"Persons was born in the country, had the citizenship of the former USSR, and has been resident for 1 year. Other conditions: see A06 (except language requirement); Person is a former citizen, has been resident for 1 year, and returned to have permanent residence. Other conditions: see A06 (except language requirement). Or person is a former citizen and resides continuously and legally in the country. Other conditions: see A06 (except language requirement).",NA,NA,other
KIR,A16,A woman who loses Kiribati citizenship by marrying a foreign citizen can apply to regain Kiribati citizenship if her marriage has broken down. (Note gender discrimination.),NA,Mode,other
KNA,A16,"Person is a former citizen who renounced citizenship. Other conditions: no danger to public defence, safety or order, no sentence to death or a prison sentence of at least 12 months, good character, not declared bankrupt, and sufficient means for self-support.",NA,Mode,other
KOR,A16,"Person is a former citizen. Reacquisition can be refused on grounds relating to disorderly behaviour, harm that was inflicted on the state or society, if citizenship was renounced to evade military service, or if reacquisition is deemed inappropriate for reasons of public security or national welfare. Person is required to take an oath.",NA,NA,other
KWT,A16,"Person applies for reacquisition, has lawfully resided in Kuwait for at least 1 year, and has renounced citizenship of another country. Acquisition is by resolution of the Council of Ministers upon the recommendation of the Minister of the Interior.",NA,NA,other
LAO,A16,Person is a former citizen who previously renounced his/her citizenship. Citizenship cannot be reacquired if citizenship was withdrawn by the authorities.,NA,Mode,other
LBN,A16,"Person is a woman who lost citizenship as a result of marriage with a foreigner. She may, upon her request, recover citizenship after the dissolution of her marriage.;Person is of Lebanese origin and resettles in Lebanon",NA,Mode,other
LBR,A16,Person is a woman formerly a citizen who under a prior law lost citizenship automatically by marriage to an alien.,NA,Mode,other
LBY,A16,Person who has emigrated from Libya and lost his/her citizenship can re-acquire it upon submitting the necessary documents.,NA,Mode,other
LCA,A16,"Person is a former citizen who renounced citizenship in order to acquire or retain citizenship of another country. Other conditions: no danger to public defence, safety or order, and oath of loyalty (with exceptions).",NA,Mode,other
LKA,A16,"Person is a former citizen by descent who is resident in Sri Lanka. Other conditions: renunciation of citizenship of another country, intent to continue to ordinarily reside in Sri Lanka, and oath of allegiance. Minister may refuse reacquisition on grounds of public policy and may exempt the person from the renunciation requirement. Reacquisition can be extended to minor children but not to spouse.",NA,NA,other
LSO,A16,Person lost or renounced citizenship upon acquisition or retention of another citizenship.,NA,Mode,other
LTU,A16,"Person is a former citizen, or a descendant of the said citizen. The citizenship is reacquired through restoration or reinstatement. Persons who held citizenship of the Republic of Lithuania before 15 June 1940 and their descendants, who have not acquired citizenship of the Republic of Lithuania before the entry into force of this Law, shall have an indefinite right to reinstate citizenship of the Republic of Lithuania, irrespective of whether they are permanently resident in the Republic of Lithuania or in any other state.",NA,NA,other
LUX,A16,"Person is a former citizen 'by origin'. Other conditions: good reputation (no false statements, no criminal offences). No residence requirement until the end of 2020 (LUX 89).;
A woman who lost citizenship (obtained by origin, option, or naturalisation)  can reacquire it through the registrar of her last place of residence in Luxembourg (no residence required)",NA,NA,other
LVA,A16,"Person is a former citizen under the age of 25 who lost citizenship as a result of a choice made by his/her parents or adopters without his/her written consent, except if the person has acquired citizenship of a country not explicitly listed in the Citizenship Act and to which the restrictions of LAT 11 apply (except the restrictions on military service).; 
Person whose citizenship was withdrawn under mode of loss L06 may only reacquire citizenship 5 years after the period for appealing the withdrawal or a court judgment rejecting the appeal have passed. Other conditions: see A06.
",NA,Mode,other
MAR,A16,Person has lost his/her citizenship and wishes to regain it.,NA,NA,other
MDA,A16,Person may reacquire citizenship provided he/she does not fulfil one of the criteria for refusal of citizenship (see A06) or citizenship has previously been withdrawn.,NA,Mode,other
MDG,A16,Person is former citizen who is resident in Madagascar and was not deprived of citizenship (unless s/he rendered exceptional services).,NA,Mode,other
MEX,A16,Person acquired another citizenship before 1997 and thereby lost Mexican citizenship.,NA,Mode,other
MKD,A16,"Person is a former citizen. Other conditions: see A06 (except renunciation requirement and 8 years of residence in Macedonia).;
Person lost citizenship as a minor due to renunciation, and has uninterruptedly resided in Macedonia for at least 3 years before the age of 25.",NA,NA,other
MLI,A16,Person is a former citizen and is habitually resident in Mali. Other conditions: consideration by Council of Ministers of the reasons for which the person lost citizenship.,NA,NA,other
MLT,A16,"Person was a citizen (by birth, descent or at the point of Maltese independence) who lost citizenship before 10 February, 2000 due to the acquisition or retention of citizenship of another country and who resided abroad for an aggregate period of 6 years. Or the person is a former citizen and takes up permanent residence, but not if citizenship was originally obtained through registration or naturalisation.;
Person was originally a citizen by registration or naturalisation, but re-acquisition may be denied if it is considered contrary to the public interest. Or the person was a citizen by birth/descent before emigration and failed to maintain citizenship because he/she ceased to be a citizen of the United Kingdom and Colonies on Independence Day.",NA,Mode,other
MNE,A16,"Person is a former citizen or their descendant up to the 3rd generation who has resided in Montenegro for 2 years immediately before the naturalisation request. Other conditions: see A06 (except loss/renunciation of citizenship of another citizenship and language competence).;

Person is a former citizen who has lost citizenship due to acquisition of citizenship of another country while resident abroad. Other conditions: loss or renunciation of another citizenship, 1 year uninterrupted residence immediately before the declaration, no threat to the security of Montenegro.",NA,Mode,other
MNG,A16,"Person lost citizenship after being adopted by foreign citizens, shared in the loss of citizenship by the parents (reacquisition is possible only within 5 years after reaching the age of 18), or the person was a citizen at any time after 11 July 1921 and acquired citizenship of another country.",NA,Mode,other
MOZ,A16,Person is a former citizen who establishes domicile in Mozambique and fulfils other requirements established by law.;Person is a female former citizen who lost her Mozambican citizenship due to marriage to a foreigner (no further requirements).,NA,Mode,other
MUS,A16,"Person lost citizenship on acquiring another, or on marriage or and the marriage ends, and is ordinarily resident in Mauritius. If not ordinarily resident in Mauritius restoration of citizenship is discretionary.",NA,Mode,other
MWI,A16,"Person lost or was deprived of citizenship, and minister considers it desirable in all the circumstances of the case. Other conditions: renounce other citizenship.",NA,NA,other
"NAM",A16,Person is a former citizen who applies for restoration of citizenship.,NA,NA,other
NER,A16,Person is a former citizen who was not deprived of citizenship.,NA,Mode,other
NIC,A16,"Person is a citizen by naturalisation who lost citizenship due to acquisition of a foreign citizenship, express renunciation or using both citizenships to enter and exit Nicaragua. 



",NA,Mode,other
NLD,A16,"Person is a former citizen who lost citizenship other than by failure to renounce citizenship of another country (mode L10) and there are no objections to indefinite residence in the Netherlands.;
Person has been resident in the Netherlands for 1 year and there are no objections to indefinite residence in the Netherlands.",NA,NA,other
NOR,A16,"Person is a former citizen who has been resident in Norway for 2 years with work or residence permits of at least 1 year.; Person who lost his/her Norwegian citizenship and has thereafter only been a citizen of Nordic countries, may reacquire the citizenship by declaration if residing in Norway.; Person lost his/her citizenship due to acquisition of, or failure to renounce other citizenship. Exceptions apply where the person has been sentenced to certain criminal sanctions. Other conditions: person must have resided for at least 6 months in Norway before the age of 22, unless the Norwegian citizenship was originally acquired by naturalisation. There is no right to reacquisition if this goes against the vital interest of the state or foreign policy considerations.",NA,NA,other
NPL,A16,"Person lost citizenship due to acquisition of citizenship of another country, returns to reside in Nepal, and shows evidence of having renounced his/her foreign citizenship.",NA,Mode,other
NRU,A16,Person who has renounced citizenship may reapply for Nauruan citizenship.,NA,Mode,other
NZL,A16,"Person lost citizenship through renunciation. S/he may regain citizenship only by way of grant under NEZ 8, 8A or 9.",NA,Mode,other
OMN,A16,"Person has previously renounced his/her citizenship and acquired another citizenship, is of good behaviour, has not been convicted for a crime in breach of trust or honor, has returned to the country, and has renounced his/her other citizenship. Children of those who renounced citizenship can apply 5 years after reaching the age of majority if they fulfil the same further conditions.",NA,Mode,other
PAK,A16,"Person is a former citizen. If person lost citizenship due to the non-renunciation of citizenship of another country or because s/he was deprived of citizenship, the person is not entitled to reacquisition but is dependent on the previous consent of the government.",NA,NA,other
PER,A16,"Person is a former citizen by birth who lost citizenship by renunciation and has been resident in Peru for a continuous period of at least 1 year. Other conditions: exercise a profession or entrepreneurial activity (or show proof that such activities will be exercised shortly), and good behaviour and morals.",NA,Mode,other
PHL,A16,Person is a natural-born citizen and acquired citizenship of another country by naturalisation. Other conditions: oath of allegiance. Reacquisition is extended to unmarried children below the age of 18.,NA,Mode,other
PNG,A16,"Former citizen by automatic citizenship on date of independence (16 September 1975) or by descent can regain citizenship after 5 years residence (reduced to three years residence if person acquired foreign citizenship upon marriage and the marriage breaks down).;
A child who loses PNG citizenship as a result of their parent losing PNG citizenship (Constitution s 74(3)) can apply to regain PNG citizenship. Minister to grant citizenship where that is in the best interests of the welfare of the child.",NA,Mode,other
POL,A16,Citizenship that was lost prior to 1 January 1999 can be reacquired under different regulations.,NA,Mode,other
PRT,A16,"Person is a citizen of another country and a former citizen.;
Person lost citizenship as a minor, or is a woman who lost citizenship due to marriage, or lost citizenship due to voluntary acquisition of citizenship of another country.",NA,NA,other
QAT,A16,"Person has lost citizenship due to acquisition of a foreign citizenship (only if the public interest so requires).;Person is a former citizen by birth who has resided in Qatar for at least 3 years, has lawful means of income, and of good character.",NA,Mode,other
ROU,A16,"Person is a former citizen. No residence requirement. Other conditions: see A06 (except proficiency in Romanian language and knowledge of the country's culture, history, Constitution and national anthem). Or person is a former citizen, by birth or adoption, and lost citizenship for reasons not attributable to him/her. No residence requirement. Other conditions: see A06 (except sufficient means to support him/herself, proficiency in Romanian language and knowledge of the country's culture, history, Constitution and national anthem).",NA,NA,other
RUS,A16,Person is a former citizen and has resided in Russia for 3 years under the permanent residence permit. Other conditions: see A06.,NA,NA,other
RWA,A16,"Person or an ancestor lost citizenship between 1959-1994 upon acquisition of another citizenship and person re-establishes residence in Rwanda. Cannot recover if deprived of citizenship, nor if a security threat.; Person or an ancestor lost citizenship between 1959-1994 upon acquisition of another citizenship and person remains outside of Rwanda. Cannot recover if deprived of citizenship, nor if a security threat.",NA,Mode,other
SAU,A16,Person is the wife of a foreigner and lost her citizenship through obtaining the citizenship of her husband. She has the right to recover her citizenship in case of divorce and return to the Kingdom.,NA,Mode,other
SDN,A16,Person is a former citizen.,NA,NA,other
SLB,A16,A person who has lost or renounced their birth citizenship is eligible to resume their birth citizenship.,NA,NA,other
SLE,A16,Person is a former citizen who lost citizenship on acquisition of another.,NA,Mode,other
SLV,A16,Person is a former citizen by birth or by naturalization.,NA,NA,other
SOM,A16,Person was a citizen by operation of law and lost citizenship. Other conditions: establishes residence in Somalia and renounces any other citizenship.,NA,NA,other
SRB,A16,"Person has legal capacity, submits a written statement of loyalty, and was released from citizenship, or acquired foreign citizenship, or was released from or renounced citizenship at his/her parents' request.",NA,NA,other
STP,A16,Person is a former citizen who re-establishes residence in STP for 2 years. Acquisition of citizenship can be opposed on the grounds mentioned in STP 14.,NA,Mode,other
SUR,A16,"Person is a former citizen who holds citizenship of another country or is stateless. Other conditions: person is resident in Suriname, serious attempt to renounce citizenship of another country after naturalisation (unless legally impossible or unreasonable), and no danger to public order, morals or health.;

Person is a former citizen who has lost Surinamese citizenship on the basis of SUR 10 or 16 as a minor. Other requirements: reacquisition declaration must take place within 1 year after reaching the age of majority, and person is resident in Suriname. Citizenship is reacquired as of the moment of reaching the age of majority.",NA,Mode,other
SVK,A16,"Person is a citizen of Czechoslovakia or lost citizenship due to long-term absence, marriage, or acquisition of another citizenship. Other conditions: see A06 (except residence requirement).",NA,Mode,other
SWE,A16,"Person is a former citizen, has reached the age of eighteen and  has lost or been released from his or her Swedish citizenship, may recover it by declaration if the person holds a permanent Swedish residence permit, was domiciled in Sweden for a total of ten years, and has been domiciled in Sweden for the past two years. (SWE 9).;
Person who is a former citizen, and who does not qualify for ordinary naturalisation (mode A06), may be granted an exemption from the naturalisation requirements. (SWE 12.(1).;
Person is a former citizen, was resident in Denmark, Finland, Iceland or Norway since losing citizenship, and is now resident in Sweden. (SWE 19).",NA,NA,other
SYC,A16,"Person is a former citizen who renounced for any reason and has returned to Seychelles. Other conditions: pass language test, not sentenced to imprisonment for more than 1 year.",NA,Mode,other
SYR,A16,Only by a proposal by the Minister when the individual declares his/her intention.,NA,NA,other
TCD,A16,"Person is a former citizen. Reintegration is granted by decree of minister of interior, with no conditions related to age or time limits. No person who has been deprived of citizenship can be reintegrated unless s/he rendered exceptional services.",NA,Mode,other
TGO,A16,Person is a former citizen who is habitually resident in Togo. Other conditions: was not deprived of citizenship (unless exceptional circumstances apply).,NA,Mode,other
TJK,A16,"Person was born on the territory of the Soviet Socialist Republic of Tajikistan, held citizenship of the former Union of Soviet Socialist Republics, and has been resident for 2.5 years. Other conditions: see A06. Or person was born in the Soviet Socialist Republic of Tajikistan, was in possession of the citizenship of former Union of Soviet Socialist Republics, resided or resides in the states that are former members of the Union of Soviet Socialist Republics, but has not acquired citizenship of these states and, as a result, is stateless.; Person is a veteran of WW II, possessed citizenship of the former Union of Soviet Socialist Republics, and lives in Tajikistan. Or person previously was a citizen and applies to have citizenship restored. No other conditions.",NA,NA,other
TKM,A16,Person is a former citizen and is habitually resident or has an intention to settle in the country. Other conditions: see A06 (except requirements relating to residence and means of subsistence).,NA,NA,other
TLS,A16,Person lost citizenship by declaration of his/her parents when he/she was a minor. Person must have reached the age of majority and must have established residence in Timor-Leste for at least 1 year.; Person voluntarily renounced citizenship and has established residence in Timor-Leste for at least 5 years.,NA,Mode,other
TON,A16,Person who ceased to be a subject prior to the Nationality Amendment Act 2007 (14 September 2007) (which repealed provisions for loss of nationality by taking up foreign citizenship) may apply to Minister for re-admission to Tongan nationality.  Residence requirements do not apply.,NA,NA,other
TTO,A16,"Person is a former citizen by birth or descent and has voluntarily acquired another citizenship or has renounced citizenship in order to acquire another citizenship.;

Person is a former citizen other than by birth or descent who lost citizenship due to voluntary acquisition of citizenship of another country. Other conditions: good character, adequate knowledge of English and of the duties of a citizen, oath of allegiance, legal entry into the territory and is not a member of a prohibited class under the Immigration Act.",NA,Mode,other
TUN,A16,Person proves that he/she is a Tunisian national by origin.,NA,NA,other
TUR,A16,"Person is a child who lost citizenship because parent lost citizenship and applies within 3 years of adulthood. Or person is a divorced woman who lost citizenship by marrying a person with another citizenship and applies within 3 years of divorce. No residence requirement. Other condition: does not pose a threat to national security.;
By discretionary naturalisation if aforementioned child or woman did not apply for reacquisition within the prescribed time-limit. Or person lost citizenship by decision of the authorities pursuant to TUR 25. No residence requirement. Other condition: does not pose a threat to national security.;
Person has lost Turkish citizenship on the basis of Turkish Citizenship Act No. 1312 of 28 May 1928. No residence requirement. Other condition: does not pose a threat to national security.",NA,Mode,other
TUV,A16,Person can regain citizenship by application. Requires five years residence in Tuvalu (not including period before citizenship was lost).,NA,NA,other
TWN,A16,"Person lost citizenship under mode L01 (respectively L13 as the minor child of a citizen) and is currently domiciled in Taiwan. Other conditions:  good conduct, clean criminal record, sufficient property or skills for self-support. Does not apply to naturalised citizens and children who were included in the parents' naturalisation certificate.",NA,Mode,other
TZA,A16,"Person is a woman who lost citizenship on acquiring another citizenship through marriage, and marriage subsequently breaks down.",NA,Mode,other
UGA,A16,Person is a former citizen by birth and renounced citizenship to acquire citizenship of another country. Other conditions: grounds for loss of citizenship are of no adverse effect to the public order and security of Uganda.,NA,Mode,other
UKR,A16,"Person is a former citizen, returns to settle in Ukraine, renounces his or her other citizenship(s), and has not committed any grave crimes. If the person did not acquire a foreign citizenship after having lost Ukrainian citizenship, citizenship is reacquired upon application regardless of whether the person resides in Ukraine, under the condition of not having committed any grave crimes. Citizenship cannot be reacquired if it was lost due to acquisition by fraud.",NA,Mode,other
UZB,A16,Person is a former citizen.,NA,NA,other
VCT,A16,Person is a former citizen who renounced citizenship in order to acquire or retain citizenship of another country. Other condition: oath of loyalty.,NA,Mode,other
VEN,A16,"Person was a citizen by birth, has previously renounced citizenship, and has been resident in Venezuela for 2 years. Ordinary naturalisation process applies if person was a citizen by naturalisation.",NA,Mode,other
VNM,A16,"Person lost citizenship other than by mode L09 and falls in any of the following categories: has applied for permission to return to Vietnam, his/her spouse, natural parent or natural offspring is a citizen, has made a meritorious contribution to Vietnam's national construction and defense, has helped the Vietnamese State, has invested in Vietnam, or has renounced citizenship to acquire citizenship of another country but this acquisition has not materialised. Other conditions: renunciation of citizenship of another country (with exceptions for some of the abovementioned categories). Reacquisition will be withheld if this would be detrimental to Vietnam's national interests. In case citizenship was previously withdrawn, the person can only apply for reacquisition after 5 years from the moment citizenship was lost.",NA,Mode,other
VUT,A16,A person who has renounced or lost Vanuatu citizenship may apply to regain citizenship.,NA,NA,other
XKX,A16,"Person is a former citizen who was previously released from citizenship. Other conditions: see A06 (except age (i.e. person does not need to be an adult), residence and elementary knowledge of one of the official languages, culture and social order of Kosovo).",NA,Mode,other
YEM,A16,Person lost citizenship through acquiring another or through marriage and is recommended to obtain citizenship through the Minister.,NA,Mode,other
ZAF,A16,Person is a former citizen who lost citizenship and minister is satisfied that the grounds for loss of citizenship no longer exist or are of no consequence.,NA,NA,other
ZMB,A16,Person lost citizenship as a result of acquiring the citizenship of another country.,NA,Mode,other
ARE,A18,"Person is an Arab of Omani, Qatari or Bahraini origin and s/he has been resident in the UAE legally and continuously for more than 3 years immediately preceding his/her application for citizenship. Other conditions: legal means of living, good conduct, and not been convicted for a crime that impugns integrity.",NA,residence,other
ARM,A18,"Person is a stateless person or former citizen of another USSR republic, is not a foreign citizen, permanently residing in Armenia and applied for citizenship before 31 December 2019.",NA,NA,other
ATG,A18,"Person is a Commonwealth citizen of full capacity and has been ordinarily resident in Antigua and Barbuda, or has been in the service of the government, or has had partly such residence and partly such service for at least 5 out of 7 years immediately prior to the application. Minister is explicitly allowed to waive certain requirements. Registration can be denied in the interests of defense or public order, or if the person is sentenced to death or to a prison sentence of at least 12 months, is not of good character, is a danger to public safety, has been declared bankrupt, or has insufficient means to support him/herself.",NA,residence,other
AUS,A18,Person satisfies the Minister that she or he was born in Papua before 16 September 1975 to a citizen born in Australia (as that term is understood at the time of the application) and is of good character.,NA,NA,other
AUT,A18,Person is a citizen of the European Economic Area and has been resident in Austria for 6 years immediately before the application. Other conditions: see mode A06.,NA,residence,other
BGD,A18,"The person is a citizen of any state of Europe or North America or of any other state which the Government may, by notification in the official Gazette, specify in this behalf.",NA,NA,other
BHS,A18,"Person is a Commonwealth citizen or a British protected person. Other conditions: full capacity, renunciation of another citizenship (unless this is legally impossible), and oath of allegiance (only for British protected persons). Other conditions: see A06.",NA,NA,other
BLR,A18,"Person is a citizen of Russia, Kazakhstan, Kyrgyzstan or Ukraine. Other conditions: former USSR citizenship, permanent residence in Belarus, relatives are permanently living in the country.",NA,residence,other
BRA,A18,"Person is a citizen of a Portuguese-speaking country, has been resident in Brazil for a continuous period of at least 1 year immediately prior to the application and continues to do so. Other conditions: good morals.",NA,residence,other
BRB,A18,"Person is a Commonwealth citizen or a citizen of Ireland been ordinarily resident in Barbados, or has been in the service of the government, or has had partly such residence and partly such service for at least 5 out of 7 years immediately prior to the application. Minister is explicitly allowed to waive certain requirements. Registration can be denied in the interests of national security or public policy, if the person has been sentenced to death or to a prison sentence of at least 12 months, is not of good character, is a danger to public safety, has been declared bankrupt, or has insufficient means to support him/herself.",NA,residence,other
COL,A18,Person is a Latin American or Caribbean national by birth and has been continuously resident in Colombia for 1 year immediately preceding the application. Any reciprocity through operative international treaties is taken into account.,NA,residence,other
CRI,A18,"Person is a citizen by birth of Spain, a Central American country, or an Iberoamerican country, and been resident in Costa Rica for 5 years. Other conditions: see A06.",NA,residence,other
CYP,A18,"Person is a citizen of the United Kingdom and Colonies or a citizen of a commonwealth country, is of Cypriot descent (i.e. person is born in Cyprus to parents residing there at the time of birth) and has been resident or resided at any point in Cyprus for at least 12 consecutive months. Periods shorter than 12 months are accepted if deemed appropriate to the Minister, or if the person is employed in the civil service of Cyprus, is of good character and will continue to reside in Cyprus or be employed in the civil service of Cyprus.",NA,residence,other
CZE,A18,"Person is a citizen of an EU country, Switzerland or an EEA country, has been resident in the Czech Republic for 3 years and has a permanent residence permit. Other conditions: see A06.",NA,residence,other
DEU,A18,Person is a citizen of an EU Member State or Switzerland has been resident in Germany for 8 years. Exemption from renunciation requirement. Other conditions: see A06.,NA,residence,other
DMA,A18,"Person is a Commonwealth citizen and has been resident in Dominica for 7 years immediately prior to the application. Other conditions: oath of loyalty.;
Person is a Commonwealth citizen and has been resident in Dominica, or in the service of the government, or had partly such residence and partly such service, for 5 years immediately prior to the application. Minister is explicitly allowed to waive certain requirements. Other conditions: good character, full capacity, adequate knowledge of English and of the duties of a citizen, intent to reside in Dominica or to continue government service, and oath of allegiance.",NA,residence,other
DNK,A18,"Person is a citizen of a Nordic country, under the age of 23 and resident in Denmark for 10 years in total, of which 5 within the last 6 years, or person is a citizen of a Nordic country who acquired citizenship of a Nordic country other than by naturalisation and has been resident in Denmark for 7 years immediately before the application. Other conditions: no criminal convictions, no court decisions about other legal consequences of a punishable act, no indictments.;
Person has been resident in Denmark for 2 years. No need to document knowledge of language and culture of Denmark if the person has completed elementary schooling in Norway or Sweden. Other conditions: see mode A06.",NA,residence,other
ESP,A18,"Person is a citizen of a Latin American country, Andorra, Philippines, Equatorial Guinea or Portugal and has been resident in Spain for 2 years immediately prior to the application. Other conditions: see mode A06 (except renunciation requirement).",NA,residence,other
FIN,A18,"Person is a citizen of a Nordic country and has been permanently resident in Finland for the last 2 years without interruption. Other conditions: see A06.;
Finnish citizenship can be acquired by declaration if the person is a citizen of a Nordic country other than by naturalisation, has reached the age of 18 years, has been permanently residing in Finland for 5 years preceding application, and has not been sentenced to imprisonment during that time.",NA,residence,other
GHA,A18,Person is a citizen of any approved country and has been ordinarily resident for at least 5 years. Other conditions: can speak and understand an indigenous language of Ghana.,NA,residence,other
GRC,A18,Person is a citizen of an EU Member State and has resided in Greece for 3 years. Other conditions: see A06.,NA,residence,other
GRD,A18,"Person is a Commonwealth citizen or a citizen of Ireland has been resident in Grenada, or has been in government service, or has had partly such residence and partly such service for at least 5 years immediately prior to the application. Minister may reduce residence requirement (but required minimum of 12 months' residence). Other conditions: good character, full capacity, adequate knowledge of English, intent to reside in Grenada or to continue government service, and oath of allegiance (only for citizens of Ireland).",NA,residence,other
GTM,A18,"Person is citizen by birth of a country formerly part of the Federal Republic of Central America or of Belize, and is permanently resident in Guatemala. No renunciation requirement (without prejudice to what is provided in treaties concluded with other Central American countries).",NA,residence,other
GUY,A18,"Person is a Commonwealth citizen or a citizen of Ireland has been resident in Guyana, or in the service of the government of Guyana, or had partly such residence and partly such service, for 5 years immediately prior to the application. Other conditions: full age and capacity. Minister is explicitly allowed to waive certain requirements.",NA,residence,other
HND,A18,"Person a citizen by birth of a Central American country and has been resident in Honduras for 1 year, or is a citizen by birth of Spain or an Iberoamerican country and has been resident in Honduras for 2 years uninterrupted. Other conditions: see A06.",NA,residence,other
ISL,A18,Person is a citizen of a Nordic country and has been resident in Iceland for 7 years (or 5 years if the person was resident in a Nordic country before the age of 16).,NA,residence,other
ITA,A18,Person is a citizen of an EU Member State and has been resident in Italy for 4 years. Other conditions: see A06.,NA,residence,other
JAM,A18,"Person is a Commonwealth citizen or a citizen of Ireland has been ordinarily resident in Jamaica, or in the service of the government, or has partly such residence and partly such service for 5 years. Minister is explicitly allowed to waive residence requirements. Other conditions: full age and capacity.",NA,residence,other
JOR,A18,"Every person who has a father of Arab descent and holds the nationality of an Arab League member state (i.e., the law's definition of an Arab person) and has resided continuously in Jordan for no less than 15 years can obtain Jordanian nationality by a decision of the Council of Ministers, upon the recommendation of the Minister of Interior, if he/she renounces his/her original nationality by a written declaration and in accordance with that country's laws and provided that he/she (1) is of good conduct and has never been convicted for offences that violate honor and morals, (2) has a lawful means of livelihood, (3) is of sound mind and does not suffer from an impairment/handicap that would make him/her dependent/a burden on society, and (4) takes an oath of allegiance to His Majesty.;
The Council of Ministers, with the approval of His Majesty, can dispense with the four-year residence requirement of JOR 12's naturalization provisions if the applicant is Arab (i.e., has a father of Arab descent and holds the nationality of an Arab League member state); for the other conditions, see A06 (except the residence requirement).",NA,residence,other
KAZ,A18,"Person is a citizen of a former Soviet republic who takes up permanent residence in Kazakhstan and his/her child, spouse, parent, sister, brother, grandfather or grandmother is a citizen of Kazakhstan.",NA,residence,other
KNA,A18,"Person is a Commonwealth citizen, of full capacity and age, and has been ordinarily resident in St Kitts, or in government service, or had partly such residence and partly such service for 14 years immediately prior to the application. Other conditions: no danger to public defence, safety or order, no sentence to death or a prison sentence of at least 12 months, good character, not declared bankrupt, sufficient means for self-support, and oath of loyalty.",NA,residence,other
KWT,A18,Person belongs to another Arab country. Other conditions: see A06 (but residence reduced to 15 years). Renunciation of original citizenship required.,NA,residence,other
LCA,A18,"Person is a Commonwealth citizen and has been ordinarily resident in St Lucia for 7 years immediately prior to the application.  Other conditions: good character,  adequate knowledge of English, no sentence for a criminal offence that carries a prison sentence of at least 6 months or for a drugs-related offence, no danger to public defence, safety or order, residence in the country.",NA,residence,other
LVA,A18,"Person is a national of a Member State of the EU, the EFTA or NATO, Australia, Brazil or New Zealand, or a country with which Latvia has concluded a dual citizenship agreement. Decision regarding naturalisation is made by the Cabinet of Ministers and cannot be appealed. Other conditions: see A06 (except renunciation requirement).",NA,residence,other
MEX,A18,Person has been resident in Mexico for 2 years and is a citizen of a country in Latin American or the Iberian peninsula. Other conditions: see A06.,NA,residence,other
MHL,A18,Citizen of the former Trust Territory of the Pacific Islands (administered by the United States) becomes a citizen of RMI if his or her parents had land rights in Marshall Islands.,NA,NA,other
